資產類別,資產名稱,威脅,威脅說明,威脅 Reference,威脅源,威脅源說明,威脅源 Reference,弱點,弱點說明,弱點 Reference
實體,網路或安控設備 (路由器),10. 火災或水損 (Fire or water damage),存放路由器的機房或辦公室發生火災或淹水，直接損毀了作為網路樞紐的關鍵設備。,"ISO/IEC 27005, A.10, TP01",環境因素,天花板的消防灑水系統漏水，直接滴在路由器上，造成短路。,"NIST SP 800-30, D-2",存放設施的環境防護不足,未將關鍵網路設備放置在具備防火、防水能力的機櫃中。,"CNS 27001, A.7.3"
實體,網路或安控設備 (防火牆),1. 設備遭竊 (Theft of device),攻擊者入侵網路機房，偷走防火牆，導致網路邊界防護失效，並可能竊取其中的設定檔與連線金鑰。,"ISO/IEC 27005, A.10, TH06",外部攻擊者,竊賊入侵辦公室，偷走了作為網路閘道的防火牆設備。,"NIST SP 800-30, D-2",設備未安裝於上鎖的機櫃中,關鍵網路設備被放置在開放的環境，而非集中收容於上鎖的機櫃或機房中。,"CNS 27001, A.7.1"
實體,網路或安控設備 (防火牆),2. 未經授權的實體存取 (Unauthorized physical access),未經授權的人員，透過防火牆的Console埠直接連線，重設設備密碼或竄改規則。,"ISO/IEC 27005, A.10, TH07",敵對的內部人員 / 外部攻擊者,攻擊者在取得機房存取權後，利用Console線纜繞過所有網路層防護，直接控制防火牆。,"NIST SP 800-30, D-2",未對Console埠進行保護,未設定Console密碼，或設備未收容於上鎖機櫃，使得任何人都能輕易透過Console埠存取。,"CNS 27001, A.7.2"
實體,網路或安控設備 (防火牆),3. 電力中斷 (Power failure),市電中斷，且防火牆未連接在UPS上，或UPS電力耗盡，導致網路邊界防護失效，內外部連線全面中斷。,"ISO/IEC 27005, A.10, TP03",環境因素,辦公室短暫跳電，但因防火牆沒有接UPS，導致所有員工斷網數分鐘。,"NIST SP 800-30, D-2",關鍵網路設備未納入備援電力規劃,僅保護了伺服器，但忽略了防火牆同樣關鍵的網路基礎設施。,"CNS 27001, A.7.3"
實體,網路或安控設備 (防火牆),4. 硬體故障 (Hardware failure),防火牆的電源模組、風扇、儲存介面(SSD/CF卡)或網路介面卡故障，造成網路效能下降或服務完全中斷。,"ISO/IEC 27005, A.10, TO01",結構性因素,防火牆的散熱風扇故障，導致設備過熱而進入Bypass模式或當機。,"NIST SP 800-30, D-2",缺乏硬體備援與維護合約,未採購具備高可用性(HA)架構的雙機備援，也未與廠商簽訂硬體快速更換的維護合約。,"CNS 27001, A.5.21"
實體,網路或安控設備 (防火牆),5. 過熱或通風不良 (Overheating),防火牆被放置在密閉的櫃子或通風不良的角落，導致設備過熱，造成效能不穩或當機。,"ISO/IEC 27005, A.10, TP02",環境因素,IT人員將防火牆堆疊在其他設備上，影響其散熱。,"NIST SP 800-30, D-2",未遵循設備安裝的環境要求,未依照設備廠商手冊建議的空間與通風要求來安裝設備。,"CNS 27001, A.7.3"
實體,網路或安控設備 (防火牆),6. 纜線鬆脫或損壞 (Loose or damaged cables),連接防火牆內外網的網路線或光纖，因拉扯、擠壓或老化而接觸不良或損壞，造成網路不穩或中斷。,"ISO/IEC 27005, A.10, TO01",內部人員 (意外),清潔人員在打掃時，不慎將防火牆的電源線踢掉。,"NIST SP 800-30, G-4",纜線管理與標示不清,纜線未被妥善固定、整理與標示，容易導致誤拔或損壞。,"CNS 27001, A.7.4"
實體,網路或安控設備 (防火牆),7. 設備報廢處理不當 (Improper device disposal),汰換下來的防火牆在丟棄前，未將其設定檔（可能包含密碼、VPN金鑰、網路拓撲）清除，導致資訊外洩。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),IT人員將舊防火牆當作一般電子垃圾處理，未恢復原廠設定或銷毀儲存晶片。,"NIST SP 800-30, G-4",缺乏設備報廢程序,沒有明確的政策與程序，規範網路設備應如何進行汰除，包含資料清除的步驟。,"CNS 27001, A.7.10"
實體,網路或安控設備 (防火牆),8. 韌體(Firmware)更新失敗 (Firmware update failure),在進行韌體升級的過程中，因斷電或檔案損毀，導致防火牆變磚(brick)，無法啟動，造成網路全面癱瘓。,"ISO/IEC 27005, A.10, TO01",內部人員 (意外),維護人員在更新韌體時，辦公室發生短暫跳電。,"NIST SP 800-30, G-4",缺乏安全的韌體更新程序,未在UPS保護下執行韌體更新，或更新前未備份現有設定檔。,"CNS 27001, A.8.8"
實體,網路或安控設備 (防火牆),9. 物理旁路(Bypass)遭濫用 (Abuse of physical bypass mechanism),部分防火牆具備硬體Bypass功能，在故障時會自動變成一條網線。惡意人士可故意觸發此機制，讓所有流量繞過檢查。,"ISO/IEC 27005, A.10, TH07",敵對的內部人員,惡意員工透過切斷防火牆電源的方式，觸發其Bypass功能，從而繞過內容過濾規則。,"NIST SP 800-30, D-2",安全設備的失效模式(Fail-safe/Fail-open)設定不當,未評估在設備故障時，應採用阻斷所有連線(Fail-close)還是放行所有連線(Fail-open)的策略。,"CNS 27001, A.8.2"
實體,網路或安控設備 (防火牆),10. 火災或水損 (Fire or water damage),存放防火牆的機房或辦公室發生火災或淹水，直接損毀了作為網路邊界第一道防線的關鍵設備。,"ISO/IEC 27005, A.10, TP01",環境因素,天花板的消防灑水系統漏水，直接滴在防火牆上，造成短路。,"NIST SP 800-30, D-2",存放設施的環境防護不足,未將關鍵網路設備放置在具備防火、防水能力的機櫃中。,"CNS 27001, A.7.3"
實體,網路或安控設備 (交換器),1. 設備遭竊 (Theft of device),攻擊者入侵網路機房或辦公室，偷走核心交換器，導致內部網路全面癱瘓。,"ISO/IEC 27005, A.10, TH06",外部攻擊者,竊賊入侵辦公室，拔走了配線櫃中的交換器。,"NIST SP 800-30, D-2",設備未安裝於上鎖的機櫃中,關鍵網路設備被放置在開放的環境，而非集中收容於上鎖的機櫃或機房中。,"CNS 27001, A.7.1"
實體,網路或安控設備 (交換器),2. 未經授權的實體存取 (Unauthorized physical access),未經授權的人員，隨意將電腦插入交換器上任何一個可用的網路孔，直接連入內部網路。,"ISO/IEC 27005, A.10, TH07",敵對的內部人員 / 外部人員,訪客在會議室中，將自己的筆電插入牆上的網路孔，意圖存取內部網路資源。,"NIST SP 800-30, D-2",未啟用網路存取控制(NAC),交換器未啟用802.1x或MAC位址過濾網路存取控制技術，來驗證連上網路的設備是否合法。,"CNS 27001, A.8.3"
實體,網路或安控設備 (交換器),3. 電力中斷 (Power failure),市電中斷，且交換器未連接在UPS上，或UPS電力耗盡，導致內部網路服務中斷。,"ISO/IEC 27005, A.10, TP03",環境因素,辦公室某區的迴路跳電，導致該區的交換器斷電，所有人員斷網。,"NIST SP 800-30, D-2",關鍵網路設備未納入備援電力規劃,僅保護了伺服器，但忽略了各樓層或區域的交換器同樣關鍵的網路基礎設施。,"CNS 27001, A.7.3"
實體,網路或安控設備 (交換器),4. 硬體故障 (Hardware failure),交換器的電源模組、風扇或特定埠(Port)故障，造成網路效能下降或部分電腦無法連線。,"ISO/IEC 27005, A.10, TO01",結構性因素,交換器的某個SFP模組故障，導致與另一台交換器之間的光纖鏈路中斷。,"NIST SP 800-30, D-2",缺乏硬體備援與維護合約,未採購具備備援模組（如雙電源）的交換器，也未與廠商簽訂硬體快速更換的維護合約。,"CNS 27001, A.5.21"
實體,網路或安控設備 (交換器),5. 過熱或通風不良 (Overheating),交換器被放置在密閉的弱電箱或通風不良的角落，導致設備過熱，造成效能不穩或當機。,"ISO/IEC 27005, A.10, TP02",環境因素,弱電箱內堆滿雜物，且風扇積滿灰塵，影響交換器散熱。,"NIST SP 800-30, D-2",未遵循設備安裝的環境要求,未依照設備廠商手冊建議的空間與通風要求來安裝設備。,"CNS 27001, A.7.3"
實體,網路或安控設備 (交換器),6. 纜線鬆脫或損壞 (Loose or damaged cables),連接交換器的網路線，因拉扯、水晶頭卡榫斷裂或老化而接觸不良，造成網路瞬斷或連線失敗。,"ISO/IEC 27005, A.10, TO01",內部人員 (意外),員工在調整座位時，不慎將辦公桌下的網路線踢鬆。,"NIST SP 800-30, G-4",纜線管理與標示不清,纜線未被妥善固定、整理與標示，容易導致誤拔或損壞。,"CNS 27001, A.7.4"
實體,網路或安控設備 (交換器),7. 設備報廢處理不當 (Improper device disposal),汰換下來的交換器在丟棄前，未將其設定檔（可能包含VLAN劃分、密碼）清除，導致內部網路拓撲資訊外洩。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),IT人員將舊交換器當作一般電子垃圾處理，未恢復原廠設定或銷毀儲存晶片。,"NIST SP 800-30, G-4",缺乏設備報廢程序,沒有明確的政策與程序，規範網路設備應如何進行汰除，包含資料清除的步驟。,"CNS 27001, A.7.10"
實體,網路或安控設備 (交換器),8. 廣播風暴 (Broadcast storm),因網路迴圈（兩台交換器之間接了兩條線路但未設定Spanning Tree協定）或設備故障，導致網路上充滿無用的廣播封包，癱瘓所有網路通訊。,"ISO/IEC 27005, A.10, TH11",內部人員 (意外) / 結構性因素,員工為了串接座位，不慎將一條網路線的兩頭都插在牆上的網路孔，造成迴圈。,"NIST SP 800-30, G-4",未啟用交換器的保護功能,交換器上未啟用Spanning Tree Protocol (STP) 來防止迴圈，或未啟用廣播風暴控制功能。,"CNS 27001, A.8.2"
實體,網路或安控設備 (交換器),9. 物理埠遭竊聽 (Eavesdropping via physical port),攻擊者在交換器上設定埠鏡像(Port Mirroring/SPAN)，將流經某個埠的所有流量複製一份到自己電腦上，進行竊聽。,"ISO/IEC 27005, A.10, TH07",敵對的內部人員,惡意網管人員利用其權限，將總經理辦公室網路孔的流量，鏡像到自己的電腦上。,"NIST SP 800-30, D-2",缺乏對網路設備組態變更的監控,未部署能夠偵測網路設備設定檔是否被修改，並發出告警的系統。,"CNS 27001, A.8.16"
實體,網路或安控設備 (交換器),10. 火災或水損 (Fire or water damage),存放交換器的機房或弱電箱發生火災或淹水，直接損毀了作為內部網路骨幹的關鍵設備。,"ISO/IEC 27005, A.10, TP01",環境因素,天花板的消防灑水系統漏水，直接滴在交換器上，造成短路。,"NIST SP 800-30, D-2",存放設施的環境防護不足,未將關鍵網路設備放置在具備防火、防水能力的機櫃中。,"CNS 27001, A.7.3"
實體,其他硬體 (印表機),1. 設備遭竊 (Theft of device),多功能事務機或印表機被竊，造成財產損失。若設備內含有硬碟，更可能導致先前列印、掃描、影印的檔案副本外洩。,"ISO/IEC 27005, A.10, TH06",外部攻擊者,竊賊入侵辦公室，偷走了高單價的雷射多功能事務機。,"NIST SP 800-30, D-2",辦公區域實體安全不足,辦公室在夜間或假日缺乏有效的門禁或警報系統。,"CNS 27001, A.7.1"
實體,其他硬體 (印表機),2. 列印文件未取走遭竊 (Theft of printed documents),員工送出列印工作後，未立即到印表機取件，導致包含敏感資訊的文件長時間停留在出紙盤，被非相關人員取走或窺視。,"ISO/IEC 27005, A.10, TH07",內部人員 / 外部人員,員工A列印了薪資單但忘了拿，結果被前來洽公的訪客B看到。,"NIST SP 800-30, G-4",未實施安全列印機制,未導入刷卡取件、輸入密碼取件安全列印解決方案，以確保只有文件擁有者才能取件。,"CNS 27001, A.7.7"
實體,其他硬體 (印表機),3. 透過網路存取未受保護的列印工作 (Accessing print jobs over network),攻擊者透過網路連線到印表機，攔截、重印或刪除他人傳送的列印工作。,"ISO/IEC 27005, A.10, TH07",內部攻擊者,攻擊者利用印表機的漏洞，存取其儲存空間，並下載先前所有列印工作的快取檔案。,"NIST SP 800-30, D-2",印表機網路功能設定不安全,印表機的管理介面使用預設密碼，且未限制可連線的IP位址，列印通訊協定也未加密。,"CNS 27001, A.8.9"
實體,其他硬體 (印表機),4. 硬碟或記憶體資料殘留 (Data remanence on hard drive or memory),印表機內建的硬碟或記憶體中，會暫存列印、掃描、影印的檔案影像，若設備報廢時未清除，將造成資料外洩。,"ISO/IEC 27005, A.10, TH07",內部人員 (意外),IT人員在汰換印表機時，未執行原廠提供的硬碟資料清除功能。,"NIST SP 800-30, G-4",缺乏設備報廢程序,沒有明確的政策與程序，規範印表機複合式設備應如何進行汰除，包含資料清除的步驟。,"CNS 27001, A.7.10"
實體,其他硬體 (印表機),5. 成為網路攻擊的跳板 (Pivot point for network attacks),印表機的韌體存在漏洞且未更新，被攻擊者入侵後，作為在內部網路進行掃描與攻擊的據點。,"NIST SP 800-30, H-4",外部攻擊者,攻擊者透過搜尋引擎找到暴露在公網上的印表機，利用預設密碼登入，並藉此連入公司內網。,"NIST SP 800-30, D-2",缺乏對IoT設備的安全管理,將印表機設備與辦公電腦置於同一個網段，且未定期更新其韌體。,"CNS 27001, A.8.20"
實體,其他硬體 (印表機),6. 耗材遭竊或不當使用 (Theft or misuse of consumables),公司的碳粉匣、墨水匣、紙張耗材被員工偷竊或用於私人用途，造成財產損失。,"ISO/IEC 27005, A.10, TH06",敵對的內部人員,員工將公司的全新碳粉匣帶回家，用於自己的印表機。,"NIST SP 800-30, D-2",缺乏耗材庫存與領用管理,未對辦公室耗材的庫存、領用與盤點進行有效管理。,"CNS 27001, A.7.1"
實體,其他硬體 (印表機),7. 物理損壞 (Physical damage),印表機因不當操作（如卡紙時強力拉扯）、搬運不當或電力不穩而損壞。,"ISO/IEC 27005, A.10, TO01",內部人員 (意外),員工使用了不符規格的紙張，造成印表機內部滾輪或加熱模組損壞。,"NIST SP 800-30, G-4",員工訓練不足,未對員工進行關於如何正確操作與排除簡易問題的訓練。,"CNS 27001, A.6.3"
實體,其他硬體 (印表機),8. 傳真功能遭濫用 (Abuse of fax function),員工利用公司的多功能事務機收發私人傳真，或攻擊者利用傳真漏洞(Faxploit)傳送惡意圖像來入侵設備。,"ISO/IEC 27005, A.10, TH10",內部人員 / 外部攻擊者,攻擊者發送一個特製的惡意傳真，觸發事務機韌體的漏洞，進而控制整台設備。,"NIST SP 800-30, D-2",傳真線路未與網路隔離,將傳真線路與公司內部網路連接在同一台多功能事務機上，創造了攻擊路徑。,"CNS 27001, A.8.20"
